Species,Year,L1-Country,L2-Province/state,L3-City,L4-District,Location,Lat,Long,SourceType,Journal,Title,PMID,Note
Culex vagans,1953,China,Hainan,Qiongzhong,Qiongzhong,Yinggen,19.035764,109.831545,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex vagans,1953,China,Hainan,Wanning,Wanning,Niulou,18.78111,110.250195,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex vagans,1953,China,Hainan,Wanning,Wanning,Nanqiao,18.679905,110.152208,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex vagans,1953,China,Hainan,Baoting,Jiamao,NA,18.553267,109.707405,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex vagans,1953,China,Hainan,Chengmai,Chengmai,Jinjiang,19.739965,110.009902,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex vagans,1953,China,Guangdong,Zhanjiang,Xuwen,NA,20.325489,110.176750 ,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex vagans,1953,China,Guangdong,Zhanjiang,Xuwen,"Hai'an, Kengzai",21.07135,110.12531,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex vagans,1953,China,Guangdong,Zhanjiang,Xuwen,Yugonglou,20.40922,110.28523,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex vishnui,1953,China,Hainan,Chengmai,Chengmai,Jinjiang,19.739965,110.009902,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex mimeticus,1953,China,Hainan,Ding'an,Ding'an,NA,19.68001,110.358052,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex mimeticus,1953,China,Hainan,Qionghai,Qionghai,NA,19.228538,110.483295,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex mimeticus,1953,China,Hainan,Wanning,Wanning,NA,18.786017,110.384368,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex mimeticus,1953,China,Hainan,Chengmai,Chengmai,Jinjiang,19.739965,110.009902,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex mimeticus,1953,China,Guangdong,Zhanjiang,Xuwen,"Hai'an, Kengzai",21.07135,110.12531,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex mimulus,1953,China,Hainan,Ding'an,Ding'an,NA,19.68001,110.358052,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex mimulus,1953,China,Hainan,Wanning,Wanning,Niulou,18.78111,110.250195,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex mimulus,1953,China,Hainan,Wanning,Wanning,Nanqiao,18.679905,110.152208,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex mimulus,1953,China,Hainan,Chengmai,Chengmai,Jinjiang,19.739965,110.009902,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex mimulus,1953,China,Guangdong,Zhanjiang,Xuwen,"Hai'an, Kengzai",21.07135,110.12531,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex sitiens,1953,China,Hainan,Ding'an,Ding'an,NA,19.68001,110.358052,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex sitiens,1953,China,Hainan,Wanning,Wanning,Niulou,18.78111,110.250195,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex vorax,1953,China,Hainan,Haikou,NA,NA,20.044001,110.198293,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex vorax,1953,China,Hainan,Ding'an,Ding'an,NA,19.68001,110.358052,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex vorax,1953,China,Hainan,Wanning,Wanning,NA,18.786017,110.384368,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex vorax,1953,China,Hainan,Lingshui,Lingshui,NA,18.513205,110.049169,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex vorax,1953,China,Hainan,Lingao,Lingao,NA,19.913482,109.686255,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex vorax,1953,China,Hainan,Chengmai,Chengmai,Jinjiang,19.739965,110.009902,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex vorax,1953,China,Guangdong,Zhanjiang,Xuwen,"Hai'an, Kengzai",21.07135,110.12531,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex vorax,1953,China,Guangdong,Zhanjiang,Xuwen,Yugonglou,20.40922,110.28523,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex fuscanus,1953,China,Hainan,Chengmai,Chengmai,Jinjiang,19.739965,110.009902,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex fuscanus,1953,China,Guangdong,Maoming,Huazhou,NA,21.664044,110.639569,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex fuscanus,1953,China,Guangdong,Zhanjiang,Xuwen,"Hai'an, Kengzai",21.07135,110.12531,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Armigeres obturbans,1953,China,Hainan,Haikou,NA,NA,20.044001,110.198293,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Armigeres obturbans,1953,China,Hainan,Ding'an,Ding'an,NA,19.68001,110.358052,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Armigeres obturbans,1953,China,Hainan,Qiongzhong,Qiongzhong,NA,19.032838,109.838661,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Armigeres obturbans,1953,China,Hainan,Qiongzhong,Qiongzhong,Yinggen,19.035764,109.831545,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Armigeres obturbans,1953,China,Hainan,Wanning,Wanning,Niulou,18.78111,110.250195,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Armigeres obturbans,1953,China,Hainan,Baoting,Jiamao,NA,18.553267,109.707405,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Armigeres obturbans,1953,China,Hainan,Danzhou,Nada,NA,19.514878,109.546409,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Armigeres obturbans,1953,China,Hainan,Lingao,Lingao,NA,19.913482,109.686255,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Armigeres obturbans,1953,China,Hainan,Chengmai,Chengmai,Jinjiang,19.739965,110.009902,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Armigeres obturbans,1953,China,Guangdong,Maoming,Huazhou,NA,21.664044,110.639569,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Armigeres obturbans,1953,China,Guangdong,Zhanjiang,Suixi,NA,21.377246,110.250124,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Armigeres obturbans,1953,China,Guangdong,Zhanjiang,Haikang,NA,20.914278,110.096749,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Armigeres obturbans,1953,China,Guangdong,Zhanjiang,Xuwen,NA,20.325489,110.176750 ,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Mansonia uniformis,1953,China,Hainan,Ding'an,Ding'an,NA,19.68001,110.358052,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Mansonia uniformis,1953,China,Hainan,Wanning,Wanning,Niulou,18.78111,110.250195,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Mansonia uniformis,1953,China,Hainan,Wanning,Wanning,Nanqiao,18.679905,110.152208,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Mansonia uniformis,1953,China,Hainan,Danzhou,Nada,NA,19.514878,109.546409,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Mansonia uniformis,1953,China,Hainan,Chengmai,Chengmai,Jinjiang,19.739965,110.009902,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Mansonia uniformis,1953,China,Guangdong,Zhanjiang,Suixi,NA,21.377246,110.250124,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Mansonia uniformis,1953,China,Guangdong,Zhanjiang,Xuwen,"Hai'an, Kengzai",21.07135,110.12531,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Hainan,Haikou,NA,NA,20.044001,110.198293,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Hainan,Ding'an,Ding'an,NA,19.68001,110.358052,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Hainan,Qiongzhong,Qiongzhong,NA,19.032838,109.838661,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Hainan,Qiongzhong,Qiongzhong,Yinggen,19.035764,109.831545,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Hainan,Qionghai,Qionghai,NA,19.228538,110.483295,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Hainan,Qionghai,Qionghai,Dalu,19.381114,110.476499,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Hainan,Wanning,Wanning,Niulou,18.78111,110.250195,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Hainan,Wanning,Wanning,Nanqiao,18.679905,110.152208,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Hainan,Lingshui,Lingshui,NA,18.513205,110.049169,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Hainan,Danzhou,Nada,NA,19.514878,109.546409,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Hainan,Lingao,Lingao,NA,19.913482,109.686255,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Hainan,Chengmai,Chengmai,Jinjiang,19.739965,110.009902,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Guangdong,Maoming,Huazhou,NA,21.664044,110.639569,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Guangdong,Zhanjiang,Suixi,NA,21.377246,110.250124,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Hainan,Ledong,Ledong,"Foluo,Tiantou",18.572711,108.735391,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Guangdong,Zhanjiang,Haikang,NA,20.914278,110.096749,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Guangdong,Zhanjiang,Xuwen,NA,20.325489,110.176750 ,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Guangdong,Zhanjiang,Xuwen,"Hai'an, Kengzai",21.07135,110.12531,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Guangdong,Zhanjiang,Xuwen,Yugonglou,20.40922,110.28523,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles sinensis,1953,China,Guangdong,Zhanjiang,Xuwen,Hai'an,20.26713,110.23364,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles hyrcanus,1953,China,Hainan,Lingao,Lingao,NA,19.913482,109.686255,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles vagus,1953,China,Hainan,Qiongzhong,Qiongzhong,NA,19.032838,109.838661,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles vagus,1953,China,Hainan,Qiongzhong,Qiongzhong,Yinggen,19.035764,109.831545,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles vagus,1953,China,Hainan,Danzhou,Nada,NA,19.514878,109.546409,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles vagus,1953,China,Hainan,Qionghai,Qionghai,Dalu,19.381114,110.476499,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles vagus,1953,China,Hainan,Wanning,Wanning,Nanqiao,18.679905,110.152208,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles vagus,1953,China,Hainan,Baoting,Jiamao,NA,18.553267,109.707405,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles minimus,1953,China,Hainan,Ding'an,Ding'an,NA,19.68001,110.358052,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles minimus,1953,China,Hainan,Qiongzhong,Qiongzhong,NA,19.032838,109.838661,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles minimus,1953,China,Hainan,Qiongzhong,Qiongzhong,Yinggen,19.035764,109.831545,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles minimus,1953,China,Hainan,Danzhou,Nada,NA,19.514878,109.546409,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles minimus,1953,China,Hainan,Lingao,Lingao,NA,19.913482,109.686255,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles minimus,1953,China,Hainan,Chengmai,Chengmai,Jinjiang,19.739965,110.009902,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles minimus,1953,China,Hainan,Qionghai,Qionghai,NA,19.228538,110.483295,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles minimus,1953,China,Hainan,Qionghai,Qionghai,Dalu,19.381114,110.476499,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles minimus,1953,China,Hainan,Wanning,Wanning,Niulou,18.78111,110.250195,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles minimus,1953,China,Hainan,Lingshui,Lingshui,NA,18.513205,110.049169,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles minimus,1953,China,Hainan,Baoting,NA,NA,18.634478,109.700709,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles minimus,1953,China,Hainan,Baoting,Jiamao,NA,18.553267,109.707405,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles jeyoriensis candidiensis,1953,China,Hainan,Ding'an,Ding'an,NA,19.68001,110.358052,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles jeyoriensis candidiensis,1953,China,Hainan,Qiongzhong,Qiongzhong,NA,19.032838,109.838661,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles jeyoriensis candidiensis,1953,China,Hainan,Qiongzhong,Qiongzhong,Yinggen,19.035764,109.831545,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles jeyoriensis candidiensis,1953,China,Hainan,Danzhou,Nada,NA,19.514878,109.546409,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles jeyoriensis candidiensis,1953,China,Hainan,Lingao,Lingao,NA,19.913482,109.686255,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles jeyoriensis candidiensis,1953,China,Hainan,Qionghai,Qionghai,NA,19.228538,110.483295,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles jeyoriensis candidiensis,1953,China,Hainan,Qionghai,Qionghai,Dalu,19.381114,110.476499,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles jeyoriensis candidiensis,1953,China,Hainan,Wanning,Wanning,Niulou,18.78111,110.250195,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles jeyoriensis candidiensis,1953,China,Hainan,Wanning,Wanning,Nanqiao,18.679905,110.152208,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles jeyoriensis candidiensis,1953,China,Hainan,Lingshui,Lingshui,NA,18.513205,110.049169,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles jeyoriensis candidiensis,1953,China,Guangdong,Maoming,Huazhou,NA,21.664044,110.639569,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles jeyoriensis candidiensis,1953,China,Guangdong,Zhanjiang,Suixi,NA,21.377246,110.250124,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles jeyoriensis candidiensis,1953,China,Hainan,Ledong,Ledong,"Foluo,Tiantou",18.572711,108.735391,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles jeyoriensis candidiensis,1953,China,Guangdong,Zhanjiang,Haikang,NA,20.914278,110.096749,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles jeyoriensis candidiensis,1953,China,Guangdong,Zhanjiang,Xuwen,NA,20.325489,110.176750 ,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles jeyoriensis candidiensis,1953,China,Guangdong,Zhanjiang,Xuwen,"Hai'an, Kengzai",21.07135,110.12531,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles jeyoriensis candidiensis,1953,China,Guangdong,Zhanjiang,Xuwen,Yugonglou,20.40922,110.28523,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles fluviatilis,1953,China,Hainan,Ding'an,Ding'an,NA,19.68001,110.358052,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles fluviatilis,1953,China,Hainan,Lingao,Lingao,NA,19.913482,109.686255,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles fluviatilis,1953,China,Hainan,Qionghai,Qionghai,NA,19.228538,110.483295,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles fluviatilis,1953,China,Guangdong,Maoming,Huazhou,NA,21.664044,110.639569,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles varuna,1953,China,Hainan,Qionghai,Qionghai,NA,19.228538,110.483295,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles varuna,1953,China,Hainan,Qiongzhong,Qiongzhong,Yinggen,19.035764,109.831545,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles varuna,1953,China,Hainan,Wanning,Wanning,Niulou,18.78111,110.250195,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles philippinensis,1953,China,Hainan,Ding'an,Ding'an,NA,19.68001,110.358052,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles philippinensis,1953,China,Hainan,Qiongzhong,Qiongzhong,NA,19.032838,109.838661,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles philippinensis,1953,China,Hainan,Wanning,Wanning,NA,18.786017,110.384368,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles philippinensis,1953,China,Hainan,Wanning,Wanning,Niulou,18.78111,110.250195,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles splendidus,1953,China,Guangdong,Maoming,Huazhou,NA,21.664044,110.639569,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles splendidus,1953,China,Guangdong,Zhanjiang,Suixi,NA,21.377246,110.250124,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles splendidus,1953,China,Hainan,Ledong,Ledong,"Foluo,Tiantou",18.572711,108.735391,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles splendidus,1953,China,Guangdong,Zhanjiang,Xuwen,NA,20.325489,110.176750 ,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles annularis,1953,China,Hainan,Wanning,Wanning,NA,18.786017,110.384368,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles leucosphyrus,1953,China,Hainan,Danzhou,NA,NA,19.521134,109.580811,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles kochi,1953,China,Hainan,Danzhou,NA,NA,19.521134,109.580811,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles kochi,1953,China,Hainan,Danzhou,Nada,NA,19.514878,109.546409,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Anopheles barbirostris,1953,China,Hainan,Danzhou,Nada,NA,19.514878,109.546409,Raw_data,昆虫学报,海南岛和雷州半岛的蚊类调查,NA,NA
Culex pipiens quinquefasciatus,2014,China,Hainan,Sansha,Xisha,NA,16.59103,111.69416,Raw_data,第二军医大学学报,我国西沙群岛鼠形动物和吸血昆虫的鉴定病首次记述按蚊和蠓,NA,NA
Culex tritaeniorhynchus,2014,China,Hainan,Sansha,Xisha,NA,16.59103,111.69416,Raw_data,第二军医大学学报,我国西沙群岛鼠形动物和吸血昆虫的鉴定病首次记述按蚊和蠓,NA,NA
Aedes albopictus,2014,China,Hainan,Sansha,Xisha,NA,16.59103,111.69416,Raw_data,第二军医大学学报,我国西沙群岛鼠形动物和吸血昆虫的鉴定病首次记述按蚊和蠓,NA,NA
Armigeres subalbatus,2014,China,Hainan,Sansha,Xisha,NA,16.59103,111.69416,Raw_data,第二军医大学学报,我国西沙群岛鼠形动物和吸血昆虫的鉴定病首次记述按蚊和蠓,NA,NA
Anopheles subpictus,2014,China,Hainan,Sansha,Xisha,NA,16.59103,111.69416,Raw_data,第二军医大学学报,我国西沙群岛鼠形动物和吸血昆虫的鉴定病首次记述按蚊和蠓,NA,NA
Culex quinquefasictatus,1994,China,Hainan,Sansha,Xisha,NA,16.59103,111.69416,Raw_data,流行病学调查集刊,西沙群岛主要医学昆虫调查,NA,NA
Culex tritaeniorhynchus,1994,China,Hainan,Sansha,Xisha,NA,16.59103,111.69416,Raw_data,流行病学调查集刊,西沙群岛主要医学昆虫调查,NA,NA
Culex sitiens,1994,China,Hainan,Sansha,Xisha,NA,16.59103,111.69416,Raw_data,流行病学调查集刊,西沙群岛主要医学昆虫调查,NA,NA
Culex fuscanus,1994,China,Hainan,Sansha,Xisha,NA,16.59103,111.69416,Raw_data,流行病学调查集刊,西沙群岛主要医学昆虫调查,NA,NA
Aedes albopictus,1994,China,Hainan,Sansha,Xisha,NA,16.59103,111.69416,Raw_data,流行病学调查集刊,西沙群岛主要医学昆虫调查,NA,NA
Armigeres subalbatus,1994,China,Hainan,Sansha,Xisha,NA,16.59103,111.69416,Raw_data,流行病学调查集刊,西沙群岛主要医学昆虫调查,NA,NA
Anopheles dirus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Anopheles minimus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Anopheles aconitus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Anopheles sinensis,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Anopheles anulanis,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Anopheles fluviatilis,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Anopheles indefinitus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Anopheles jeyoriensis,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Anopheles maculatus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Anopheles philippinensis,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Anopheles splendidus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Anopheles subpictus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Anopheles tessellatus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Anopheles vagus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Anopheles varuna,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Anopheles peditaeniatus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Anopheles barbirostris,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Aedes mediolineatus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Aedes albolateralis,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Aedes togoi,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Aedes aegypti,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Aedes albopictus,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Aedes scutellaris,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
Aedes dux,NA,China,Hainan,Chengmai,Chengmai,NA,19.737703,110.007133,Raw_data,海南医学,海南省澄迈县蚊类调查报告,NA,NA
